85,Assignment Name,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non,0,BIOL201,57
86,Assignment Name,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate,1,ECON102,45
87,Assignment Name,purus sit amet nulla quisque arcu libero rutrum ac lobortis,1,BIOL102,15
88,Assignment Name,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed,0,COMP101,99
89,Assignment Name,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse,0,POLS102,71
90,Assignment Name,pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac,1,MUS201,81
91,Assignment Name,in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod,1,ITAL102,37
92,Assignment Name,diam erat fermentum justo nec condimentum neque sapien placerat ante,0,POLS201,96
93,Assignment Name,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla,0,FREN201,31
94,Assignment Name,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et,1,THEA201,27
95,Assignment Name,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus,1,ECON102,63
96,Assignment Name,ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a,0,PHYS201,88
97,Assignment Name,nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac,1,POLS201,46
98,Assignment Name,eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis,1,POLS102,10
99,Assignment Name,in est risus auctor sed tristique in tempus sit amet sem fusce consequat,1,ENGL201,56
100,Assignment Name,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat,0,ANTH101,55
